customer_id,first_name,last_name,gender,date_of_birth,email,phone_number,city,occupation,join_date,age
439.0,Steven,Horne,Female,1979-03-24,dannytucker@campbell.org,971.050.9146x64397,Nairobi,Teacher,2021-07-15,47
440.0,Scott,Hernandez,Unknown,1969-06-01,bethany65@cooper-dean.biz,506-633-9924x13956,Unknown,Teacher,2024-08-09,57
441.0,Andrew,Hansen,Male,1973-10-19,justin60@hotmail.com,1156163429,Unknown,Developer,2022-09-18,53
442.0,Robert,Harper,Female,2006-07-23,phendricks@martinez.org,438.736.9706x4090,Mombasa ,Engineer,2026-03-25,20
443.0,Courtney,Sherman,Male,1999-05-05,matthew07@jones.info,932.150.6011x8745, Kisumu,Unknown,2023-08-31,27
444.0,Sarah,Parker,Male,1954-06-16,melanieray@hartman-gordon.com,(290)149-6060,Nairobi,Unknown,2025-05-26,72
445.0,Alexandra,Mclaughlin,Female,2002-12-06,sandersjessica@hotmail.com,(256)206-6194x673,Nairobi,Teacher,2021-07-18,24
446.0,Christopher,Donovan,Female,1965-06-05,jessicastanley@humphrey-fuller.com,+1-433-575-9166x16710,Nairobi,Developer,2020-04-24,61
447.0,Elizabeth,Ellis,Male,1952-03-01,wperez@gmail.com,+1-394-438-4919x504,Nairobi,Developer,2021-02-26,74
448.0,Leslie,Hernandez,Male,2008-02-27,lisa15@hotmail.com,001-973-877-7364x454, Kisumu,Engineer,2020-06-22,18
450.0,Ronald,Ho,Male,2006-11-03,bradyjason@yahoo.com,(541)415-4500,Nairobi,Teacher,2018-07-13,20
451.0,Sean,May,Female,2000-06-20,perkinsdaniel@gmail.com,(853)267-6738x6038, Kisumu,Accountant,2019-09-15,26
452.0,Justin,Best,Female,1961-09-30,hyates@blanchard-jennings.com,(996)849-9711,Nairobi,Unknown,2024-11-26,65
453.0,Nicole,Graham,Female,1979-11-01,javier32@yahoo.com,001-838-170-4930x02873,Nairobi,Developer,2018-12-29,47
454.0,Brianna,Davis,Unknown,1995-11-12,ncooley@hotmail.com,+1-248-525-9701,Nairobi,Teacher,2021-06-14,31
455.0,Ruth,Weiss,Female,1961-02-08,wongalexander@ray.info,474.159.5972x157,Nairobi,Engineer,2025-10-04,65
456.0,Lynn,Blankenship,Unknown,1974-07-02,dustin59@fleming-duncan.org,001-154-831-3860x21135,Mombasa ,Engineer,2019-06-29,52
457.0,Sheri,Hanson,Male,2006-11-04,jasmine71@smith.com,001-585-769-1171,Mombasa ,Developer,2020-07-02,20
458.0,Kaylee,Ortega,Unknown,1999-11-24,ronald77@gmail.com,174-234-9472,Mombasa ,Teacher,2019-05-08,27
459.0,Christopher,Curtis,Male,1951-11-06,ubarron@hotmail.com,(278)023-1773x946,Nairobi,Developer,2021-05-16,75
460.0,Robin,Simpson,Unknown,1989-12-05,garciarobert@gmail.com,1967118005,Nairobi,Developer,2023-07-23,37
461.0,Tina,Jimenez,Male,1980-11-26,zjones@gmail.com,708-505-0590x320,Nairobi,Unknown,2023-04-12,46
462.0,Nicole,Harris,Female,1952-07-26,smithdiana@hotmail.com,001-346-847-0436x7925,Nairobi,Unknown,2025-06-01,74
463.0,Daniel,Gomez,Female,1977-02-18,celliott@zimmerman.com,+1-476-617-6753x44832,Mombasa ,Engineer,2025-09-19,49
464.0,Beth,Cox,Male,1968-03-02,wcollins@west.com,967.400.6216,Mombasa ,Developer,2023-07-28,58
465.0,Julie,Mccoy,Female,1962-01-30,jason29@yahoo.com,4777066325,Nairobi,Teacher,2019-06-11,64
466.0,Daniel,Jackson,Unknown,1980-09-23,daleortiz@chapman.net,366.984.9577x379,Unknown,Accountant,2025-11-21,46
467.0,Matthew,Smith,Unknown,1965-08-08,lanedebra@sanchez-small.biz,496-902-0676x43192,Nairobi,Accountant,2018-05-16,61
468.0,Mark,Malone,Male,1987-06-12,inovak@sullivan-howell.net,833-377-9091x81283,Mombasa ,Engineer,2019-01-16,39
469.0,Jerry,Barrera,Male,2003-11-21,martinezbrent@hotmail.com,904-296-6126x8026,Nairobi,Engineer,2021-01-16,23
470.0,Ashlee,Dunn,Unknown,1980-09-05,jrivera@kim.com,820.580.9328x7803, Kisumu,Unknown,2018-07-11,46
471.0,Kelly,Wagner,Unknown,1954-03-20,brianjohnson@jackson.biz,384-792-2503x9289,Nairobi,Developer,2022-09-29,72
472.0,Morgan,Davis,Female,1995-04-01,darrell21@hotmail.com,001-301-333-5946x24655,Mombasa ,Accountant,2024-11-22,31
473.0,Tara,Brown,Female,2007-07-11,kayla41@hotmail.com,040.288.1550x83200,Unknown,Accountant,2022-07-28,19
474.0,Lisa,Green,Female,2003-01-05,nbenson@hotmail.com,+1-781-220-6507x029, Kisumu,Engineer,2019-01-08,23
475.0,Briana,Johnson,Female,1962-02-03,matthew33@yahoo.com,148-870-4211,Nairobi,Developer,2019-12-28,64
476.0,Kathy,Lee,Male,1958-01-29,wyork@williams.net,583.667.5469x512,Mombasa ,Unknown,2019-08-12,68
477.0,Jennifer,Duncan,Male,2000-01-06,tonya25@yahoo.com,001-276-106-1831, Kisumu,Accountant,2020-03-12,26
478.0,Margaret,Flores,Unknown,2001-08-03,wmaldonado@hotmail.com,943-525-8403x759,Nairobi,Engineer,2019-02-27,25
479.0,Jay,Cohen,Female,1985-08-06,gina94@bradley.com,091.308.7644,Nairobi,Developer,2021-06-17,41
480.0,Joseph,Cooke,Female,1961-02-16,wesleycharles@gmail.com,747-516-0009,Nairobi,Engineer,2024-02-08,65
481.0,Christian,Chen,Unknown,1972-03-31,pamela34@hotmail.com,(607)840-5607,Mombasa ,Teacher,2018-06-13,54
482.0,Richard,Williamson,Female,1987-12-29,wendyhoward@garner.com,627.997.4123x3652,Nairobi,Accountant,2024-10-16,39
483.0,Megan,Burgess,Female,1972-12-08,angela93@yahoo.com,225-026-7880x2707,Unknown,Unknown,2023-01-12,54
484.0,John,Larson,Female,1953-12-28,keithrojas@miller.com,+1-565-173-0460,Nairobi,Accountant,2024-03-27,73
485.0,Terri,Burns,Female,1972-09-28,loganspencer@yahoo.com,0736537164,Unknown,Engineer,2023-05-15,54
486.0,Alexander,Brown,Male,1991-05-15,lwest@davis.com,500-948-0907, Kisumu,Accountant,2020-10-25,35
487.0,Austin,Martin,Female,1996-07-12,parkershannon@underwood.com,8452211046, Kisumu,Engineer,2022-02-12,30
488.0,Jason,Snyder,Male,1978-09-29,joyce99@yahoo.com,075.871.2292x14532, Kisumu,Teacher,2021-02-26,48
489.0,Jeffrey,Wyatt,Female,1968-01-24,vanessacastro@boyd-patrick.com,442.253.1811x10360,Nairobi,Unknown,2020-05-09,58
490.0,Lisa,Avila,Female,1981-09-30,zmorris@adams.org,267-138-7402x828, Kisumu,Developer,2018-06-07,45
491.0,Shawn,Pennington,Male,2005-09-30,scott49@rivera.net,215.161.5770x703,Mombasa ,Developer,2022-11-03,21
492.0,Joshua,Hernandez,Female,1968-04-02,armstrongelizabeth@walker.com,686-444-2619,Nairobi,Developer,2020-01-26,58
493.0,Jonathan,Smith,Unknown,1967-05-25,cynthia55@gmail.com,297.244.9597,Nairobi,Unknown,2022-04-29,59
494.0,Brian,Ford,Unknown,1955-01-29,ginahurst@lopez.biz,301.254.3014x027,Nairobi,Engineer,2020-12-24,71
495.0,Marcus,Mitchell,Male,1979-07-25,karenmartinez@wilkerson-gardner.com,+1-524-713-8011x850,Nairobi,Accountant,2021-09-25,47
496.0,Robert,Copeland,Male,2006-04-05,crystalking@yahoo.com,241-885-1887x540,Nairobi,Accountant,2019-05-31,20
497.0,Nicholas,Baldwin,Female,2002-11-19,burtonkevin@gmail.com,147.894.4889x9246, Kisumu,Developer,2022-06-23,24
498.0,Anthony,Rodriguez,Male,1971-02-18,qlewis@jones-wall.com,(154)357-8987x4742,Unknown,Unknown,2024-06-10,55
499.0,Michele,Moss,Male,1959-04-01,kara37@gmail.com,(747)939-9012x2917, Kisumu,Engineer,2018-08-18,67
500.0,Daniel,Williams,Male,1997-05-24,daniel52@kelly-phillips.info,001-456-139-3402x2832,Unknown,Accountant,2023-07-05,29
