customer_id,first_name,last_name,gender,date_of_birth,email,phone_number,city,occupation,join_date
448.0,Leslie,Hernandez,Male,2008-02-27,lisa15@hotmail.com,001-973-877-7364x454, Kisumu,Engineer,2020-06-22
,Wayne,Mckinney,Male,2004-12-27,robert59@gmail.com,(377)988-7178x9623,Nairobi,Engineer,2023-11-30
450.0,Ronald,Ho,male,2006-11-03,bradyjason@yahoo.com,(541)415-4500,nairobi,Teacher,2018-07-13
451.0,Sean,May,Female,2000-06-20,perkinsdaniel@gmail.com,(853)267-6738x6038, Kisumu,ACCOUNTANT,2019-09-15
452.0,Justin,Best,Female,1961-09-30,hyates@blanchard-jennings.com,(996)849-9711,nairobi,,2024-11-26
453.0,Nicole,Graham,Female,1979-11-01,javier32@yahoo.com,001-838-170-4930x02873,nairobi,developer,2018-12-29
454.0,Brianna,Davis,,1995-11-12,ncooley@hotmail.com,+1-248-525-9701,nairobi,Teacher,2021-06-14
455.0,Ruth,Weiss,Female,1961-02-08,wongalexander@ray.info,474.159.5972x157,Nairobi,Engineer,2025-10-04
456.0,Lynn,Blankenship,,1974-07-02,dustin59@fleming-duncan.org,001-154-831-3860x21135,Mombasa ,Engineer,2019-06-29
457.0,Sheri,Hanson,Male,2006-11-04,jasmine71@smith.com ,001-585-769-1171,Mombasa ,developer,2020-07-02
458.0,Kaylee,Ortega,,1999-11-24,ronald77@gmail.com,174-234-9472,Mombasa ,Teacher,2019-05-08
459.0,Christopher,Curtis,male,1951-11-06,ubarron@hotmail.com,(278)023-1773x946,NAIROBI,developer,2021-05-16
460.0,Robin,Simpson,,1989-12-05,garciarobert@gmail.com ,1967118005,NAIROBI,developer,2023-07-23
461.0,Tina,Jimenez,Male,1980-11-26,zjones@gmail.com,708-505-0590x320,Nairobi,,2023-04-12
462.0,Nicole,Harris,FEMALE,1952-07-26,smithdiana@hotmail.com,001-346-847-0436x7925,nairobi,,2025-06-01
463.0,Daniel,Gomez,Female,1977-02-18,celliott@zimmerman.com,+1-476-617-6753x44832,Mombasa ,Engineer,2025-09-19
464.0,Beth,Cox,Male,1968-03-02,wcollins@west.com,967.400.6216,Mombasa ,developer,2023-07-28
465.0,Julie,Mccoy,FEMALE,1962-01-30,jason29@yahoo.com,4777066325,nairobi,Teacher,2019-06-11
466.0,Daniel,Jackson,,1980-09-23,daleortiz@chapman.net,366.984.9577x379,,ACCOUNTANT,2025-11-21
467.0,Matthew,Smith,,1965-08-08,lanedebra@sanchez-small.biz ,496-902-0676x43192,nairobi,ACCOUNTANT,2018-05-16
468.0,Mark,Malone,Male,1987-06-12,inovak@sullivan-howell.net,833-377-9091x81283,Mombasa ,Engineer,2019-01-16
469.0,Jerry,Barrera,male,2003-11-21,martinezbrent@hotmail.com,904-296-6126x8026,NAIROBI,Engineer,2021-01-16
470.0,Ashlee,Dunn,,1980-09-05,jrivera@kim.com ,820.580.9328x7803, Kisumu,,2018-07-11
471.0,Kelly,Wagner,,1954-03-20,brianjohnson@jackson.biz,384-792-2503x9289,Nairobi,developer,2022-09-29
472.0,Morgan,Davis,Female,1995-04-01,darrell21@hotmail.com ,001-301-333-5946x24655,Mombasa ,ACCOUNTANT,2024-11-22
473.0,Tara,Brown,Female,2007-07-11,kayla41@hotmail.com,040.288.1550x83200,,ACCOUNTANT,2022-07-28
474.0,Lisa,Green,FEMALE,2003-01-05,nbenson@hotmail.com,+1-781-220-6507x029, Kisumu,Engineer,2019-01-08
475.0,Briana,Johnson,Female,1962-02-03,matthew33@yahoo.com,148-870-4211,NAIROBI,developer,2019-12-28
476.0,Kathy,Lee,male,1958-01-29,wyork@williams.net,583.667.5469x512,Mombasa ,,2019-08-12
477.0,Jennifer,Duncan,male,2000-01-06,tonya25@yahoo.com,001-276-106-1831, Kisumu,ACCOUNTANT,2020-03-12
478.0,Margaret,Flores,,2001-08-03,wmaldonado@hotmail.com,943-525-8403x759,NAIROBI,Engineer,2019-02-27
479.0,Jay,Cohen,Female,1985-08-06,gina94@bradley.com,091.308.7644,NAIROBI,developer,2021-06-17
480.0,Joseph,Cooke,Female,1961-02-16,wesleycharles@gmail.com,747-516-0009,nairobi,Engineer,2024-02-08
481.0,Christian,Chen,,1972-03-31,pamela34@hotmail.com ,(607)840-5607,Mombasa ,Teacher,2018-06-13
482.0,Richard,Williamson,FEMALE,1987-12-29,wendyhoward@garner.com,627.997.4123x3652,nairobi,ACCOUNTANT,2024-10-16
483.0,Megan,Burgess,Female,1972-12-08,angela93@yahoo.com,225-026-7880x2707,,,2023-01-12
484.0,John,Larson,Female,1953-12-28,keithrojas@miller.com,+1-565-173-0460,NAIROBI,ACCOUNTANT,2024-03-27
485.0,Terri,Burns,FEMALE,1972-09-28,loganspencer@yahoo.com,0736537164,,Engineer,2023-05-15
486.0,Alexander,Brown,Male,1991-05-15,lwest@davis.com,500-948-0907, Kisumu,ACCOUNTANT,2020-10-25
487.0,Austin,Martin,FEMALE,1996-07-12,parkershannon@underwood.com ,8452211046, Kisumu,Engineer,2022-02-12
488.0,Jason,Snyder,male,1978-09-29,joyce99@yahoo.com ,075.871.2292x14532, Kisumu,Teacher,2021-02-26
489.0,Jeffrey,Wyatt,FEMALE,1968-01-24,vanessacastro@boyd-patrick.com,442.253.1811x10360,NAIROBI,,2020-05-09
490.0,Lisa,Avila,FEMALE,1981-09-30,zmorris@adams.org,267-138-7402x828, Kisumu,developer,2018-06-07
491.0,Shawn,Pennington,Male,2005-09-30,scott49@rivera.net,215.161.5770x703,Mombasa ,developer,2022-11-03
492.0,Joshua,Hernandez,Female,1968-04-02,armstrongelizabeth@walker.com,686-444-2619,Nairobi,developer,2020-01-26
493.0,Jonathan,Smith,,1967-05-25,cynthia55@gmail.com,297.244.9597,NAIROBI,,2022-04-29
494.0,Brian,Ford,,1955-01-29,ginahurst@lopez.biz ,301.254.3014x027,NAIROBI,Engineer,2020-12-24
495.0,Marcus,Mitchell,Male,1979-07-25,karenmartinez@wilkerson-gardner.com,+1-524-713-8011x850,NAIROBI,ACCOUNTANT,2021-09-25
496.0,Robert,Copeland,male,2006-04-05,crystalking@yahoo.com ,241-885-1887x540,NAIROBI,ACCOUNTANT,2019-05-31
497.0,Nicholas,Baldwin,FEMALE,2002-11-19,burtonkevin@gmail.com,147.894.4889x9246, Kisumu,developer,2022-06-23
498.0,Anthony,Rodriguez,male,1971-02-18,qlewis@jones-wall.com,(154)357-8987x4742,,,2024-06-10
499.0,Michele,Moss,Male,1959-04-01,kara37@gmail.com,(747)939-9012x2917, Kisumu,Engineer,2018-08-18
500.0,Daniel,Williams,male,1997-05-24,daniel52@kelly-phillips.info,001-456-139-3402x2832,,ACCOUNTANT,2023-07-05
1.0,Gloria,Sims,Female,1985-06-04,patrickbarton@houston-doyle.com,(281)203-8357x7258,nairobi,Teacher,2019-05-19
2.0,David,Rodriguez,Male,1983-12-28,mooremadison@gmail.com,+1-638-080-2760x2386,nairobi,ACCOUNTANT,2021-07-05
3.0,Robert,Jones,Male,1952-12-21,robertlewis@park-stewart.biz,556.013.2135x0547,nairobi,Engineer,2021-07-24
4.0,Paul,Bradley,FEMALE,1980-09-19,joshuashaffer@yahoo.com,001-771-727-5965x9549, Kisumu,Teacher,2025-03-20
5.0,Aaron,Garcia,,1970-06-05,townsendjames@williams-becker.com ,(178)171-3862x473, Kisumu,ACCOUNTANT,2020-09-20
6.0,Anthony,Cohen,Female,1973-02-21,levi57@yahoo.com,001-250-729-4212x95184,Nairobi,,2018-12-25
7.0,Oscar,Campbell,,2004-11-02,gphillips@yahoo.com,337-359-0197,NAIROBI,ACCOUNTANT,2024-02-27
8.0,Kyle,Collins,Female,1981-08-23,duarterachel@byrd-nelson.org,(244)146-6196x620, Kisumu,Engineer,2023-03-25
9.0,Sandra,Gardner,,1959-10-11,bill81@gmail.com,(459)456-7941, Kisumu,Teacher,2018-09-12
10.0,Dean,Dean,FEMALE,1952-01-08,megansmith@wood.net,001-251-624-1035x440,Mombasa ,,2023-09-17
11.0,Tami,Thomas,FEMALE,1961-07-23,christopher17@yahoo.com,767.861.4259x01449,Nairobi,Engineer,2021-04-20
12.0,Jason,Bailey,Female,1980-05-01,oscarmitchell@hotmail.com,+1-824-945-9480x7074,NAIROBI,ACCOUNTANT,2021-10-12
13.0,Stacy,Young,male,1980-08-16,rogersrobert@haynes-landry.com,085-124-9701,NAIROBI,ACCOUNTANT,2022-01-16
14.0,Bradley,Thomas,Male,1992-07-18,rebeccamiller@gmail.com,001-173-086-9142x310,Nairobi,,2018-08-03
15.0,Becky,Ramirez,FEMALE,1975-05-17,jeffrey86@wood.net,(994)572-9794,,Teacher,2018-08-25
